crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36
103,4,0.137756500727773,0.619563686406041,cmm,D2,0,-0.147326080323913,0.0582681440190102,0.102673919876776,0.491280845861818,0.102673919730599,-0.0575222439403882,0.3773965023161,-0.216133400975082,-0.3973260802694,0.174058532213798,0.327951337493743,0.332669688994231,-0.016626709475707,-0.305866307372602,0.221974548857695,-0.443622808100375,0.352673919794106,0.0582681439995901,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
104,5,0.137627564304245,0.618404438883809,cmm,D2,0,-0.442699348119506,0.316369158661842,0.444928533266662,-0.0371840488640747,0.194928533266663,0.395828653028143,-0.167443585347129,0.475288147394469,-0.305071466733338,0.077991407832551,-0.0803265953415851,-0.311278128158499,0.194928533266663,-0.152359505560702,-0.0298163381250912,0.236910030430347,-0.0550714667333377,-0.0371840488640759,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
105,3,0.137145942589362,0.614083852757308,p1,C1,0,-0.268128380673249,-0.0033224915112556,-0.112620346881402,0.445593275922781,0.128198013947089,-0.330649522690783,-0.31996518336308,0.266026694791199,0.19839809497994,0.0864614844494502,-0.0089467415017402,-0.0931050966821303,-0.0607835441915697,0.176244089620326,0.335542850428769,-0.151082941559202,0.472689980155241,0.0864601136596147,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1
106,3,0.137145942589128,0.614083852755207,p2,C2,1,-0.1143533549,-0.4394488333,0.100548587820188,-0.214990514717146,0.17074686335481,0.20211749279214,0.359729734809633,-0.304774540689909,-0.0884342836346319,0.291901518764911,-0.158632996107911,-0.125207750072901,0.429928447282911,0.112334728147903,-0.295779667540123,0.112335569744151,-0.432924881284876,-0.125208591669149,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
107,1,0.137145942588807,0.614083852752333,p3,C3,0,0.0313291473811439,-0.329137697728143,0.35745713536625,-0.0597888916364401,-0.0388697671807265,0.0879718277979162,-0.176016155687829,-0.149571655366216,0.305621032558275,-0.329138212630518,0.220311638696221,0.177755106430067,-0.227852258495804,-0.418920976360294,0.0129663356272482,0.357321148791994,-0.435197561564777,-0.239354933998367,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1
108,3,0.136861620681046,0.611540335864353,p1,C1,0,-0.120603125139139,0.443722835877311,-0.412396229881542,-0.244610976578325,-0.328809319115956,0.266030422838774,0.261225238849651,0.137104815410914,-0.180161857632889,0.0361862472405866,-0.0846595195045851,-0.502706298033063,0.341618148353362,-0.124546465807616,0.0748250371335129,-0.0633431271127084,-0.138863376862414,-0.234403568435874,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
109,2,0.136655600546326,0.609700597381208,p1,C1,0,0.337262594878089,0.208076269151507,-0.0732277159581679,-0.355798743530388,-0.23961668808656,0.0950959750558349,0.199337623937141,-0.375976655475482,0.453091517249731,-0.274448461010046,-0.278567639135419,-0.175425440094793,-0.0858594337991292,0.321055527623766,-0.493370581399149,-0.0064322194096034,0.167894459513462,0.422583722089203,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0
110,4,0.13663192262469,0.60948933355845,p2,C2,1,-0.4263245592,0.2891522172,0.290119975535145,0.373974086242373,-0.132155529910124,0.26160345942096,0.166792227134674,-0.110247944483128,0.49117221849032,-0.120199913637983,-0.255483473206765,-0.222619592269555,-0.0865520811682415,-0.0078282658515553,0.335724652886802,0.104542568924653,0.322239792738191,-0.334990427045764,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
111,4,0.136343635378724,0.606920056481281,p1,C1,1,-0.0427714632,0.5404681234,-0.129393425668504,0.271325791019686,-0.297296755238891,-0.189326214378439,0.056210723216616,0.0715523004115067,-0.479505015943831,0.25362646723168,0.241815184339218,-0.128220900104816,-0.0855887858469269,-0.361192683851332,0.490994752008771,-0.0174603895915446,0.18500409553355,-0.394924570536741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0
112,3,0.136331034754641,0.606807880829339,p1,C1,0,-0.361013602791009,0.202846716084054,-0.259778013940209,-0.0503250826991449,0.131320439564024,0.0973070871539607,0.31491075301368,0.298898756020861,0.308674679601975,-0.379263550296025,-0.459103382301303,-0.23637346801007,-0.002394670959359,-0.140316298409851,0.0377513251533813,-0.41000668226735,0.0485320898588188,0.357096796923566,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0
113,3,0.136246139623831,0.606052381614263,p1,C1,0,-0.281307841520813,-0.305474308871356,0.0312918609951434,0.362730037508977,0.198378146264203,-0.146822874895781,-0.445812527403929,0.011185255031194,-0.0093883217779633,-0.323132650594323,0.0686584554325769,0.0928119390610684,-0.427328913937261,0.283049924090639,-0.201129010873666,0.131110310745049,0.453673948621709,-0.242091419275466,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0
114,3,0.136227751946946,0.605888807902542,p1,C1,0,-0.0810071517587926,0.230450528762919,-0.0461602447399778,-0.0397673364371758,-0.115856546376044,0.500668073154259,0.441050528135305,0.321777135609211,0.46010388958628,0.0499886681947642,0.222723792259641,-0.0837375109747237,-0.408461283393724,-0.188667753986368,-0.155312202206153,-0.289402774192669,0.113571834793466,-0.333372948730217,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
115,4,0.136220538800819,0.605824646984637,p1,C1,0,-0.3319474774625,0.30693674910562,0.249051544332639,0.197413709040953,-0.0022599908872436,0.302611869814646,-0.450293237813908,-0.175718483076829,0.0904572584908647,-0.225794589552123,-0.499636330851099,0.0922169567855846,-0.002846231302749,0.0301714229516357,-0.177867555739604,-0.178614775723254,0.335741352733601,-0.344368844246233,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0
116,4,0.136060338271229,0.604400539271081,p1,C1,0,-0.309442717365937,0.111967336897273,-0.09405092349668,-0.115902258216108,-0.269197478978237,-0.410054483818973,0.382855318615935,-0.253013981840877,-0.0244211444790335,-0.528941861917148,0.250231198649019,0.184544706994829,-0.255499692798492,0.378687813618581,0.175282026439629,-0.077050943173617,-0.363383881686203,-0.154753516043961,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
117,4,0.135600375718971,0.600321000514693,p1,C1,0,-0.244787183800749,-0.0506628669503558,0.250783894901351,0.0232395239096259,0.225330237144282,0.293243151454314,0.0641825137508838,-0.415822828535557,-0.45889941042792,-0.305067642403365,0.276241183409591,-0.24676376133393,-0.0456567706926619,0.304008334410709,-0.301663265093802,0.21450681260832,-0.187912402590976,-0.31583282535976,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
118,4,0.135514989364947,0.599565204928323,p1,C1,0,-0.366825239790933,-0.241274255344305,-0.163526356035438,0.398296499513065,-0.0669953433093726,0.0411100297039129,0.116904507270592,-0.157983150307343,0.450598433206232,0.197442175335092,0.104069531037613,0.355288470124185,-0.33771710701561,0.0281881093314726,0.0688772688463306,-0.424723911608774,0.197374333590586,0.100825382052696,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
119,5,0.135358593430879,0.598182104038348,p1,C1,0,-0.0082313366726224,-0.110607388159161,-0.102423913353632,0.183322762673911,-0.418874147713129,-0.212280059851731,0.236934505882714,-0.351362478064787,0.36815866424143,0.272998163218842,0.335198897207803,-0.0991088266346186,-0.17294606735555,-0.325448847748306,-0.361331294689351,0.262409823260484,0.156483050352337,0.104234334905368,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0
120,3,0.135257642018961,0.597290179738534,p1,C1,0,0.117637565491293,0.27491530680466,0.263219144963303,-0.236930754312935,-0.333731273197384,0.102247288452419,-0.348364219582956,-0.167871936665298,-0.148490935823088,-0.350160689300137,-0.151500865720768,0.302173768662092,0.101416282219238,-0.45372178850473,0.425022142607316,-0.0201398208043268,0.386776130443047,0.247658165468254,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1
121,3,0.135213088947364,0.596896756801787,p1,C1,0,0.182992006259932,0.156255588048224,0.0464772609207382,-0.51050940255479,-0.290964568721356,-0.19720939470141,-0.152090314825533,0.0348342634658193,0.265621800497087,-0.296729333079427,0.0847486719389421,-0.0956939405328893,0.01943947741195,0.475985275100786,-0.18827888048608,0.302828116765077,0.281233768604318,0.40820572958861,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
122,4,0.135074306082819,0.595672074644916,p2,C2,0,0.41056445994586,-0.269801657681437,0.154095730569872,0.479293027798212,0.167033189319793,-0.152870939380928,-0.456247718601888,0.231034219504091,-0.222623361511158,0.09538786891196,0.273670638732975,0.237049113544819,0.0474582811539771,0.0893729748711262,0.003454986480211,-0.367864995602937,-0.182326066589642,-0.171738319764905,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1
123,4,0.134904659806609,0.594176748209517,p1,C1,0,0.252664003088032,0.201429666605542,-0.111612151978847,-0.0142610084658475,0.368567995682659,-0.281032140792045,-0.43971281780292,0.284741287564569,-0.363711593739675,-0.247523176166517,-0.378993614949793,0.0218530083373876,0.155768575496075,-0.0503804703268702,0.100847563854036,-0.314540935632267,-0.150438997649567,-0.412786205023954,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
124,3,0.134738083259654,0.592710308061643,p1,C1,1,0.3888151022,0.0774903335,0.135335759391097,-0.0432938328031473,-0.180823653185371,-0.235774682965943,-0.315675138881765,0.108406566222892,0.0691882929016907,-0.336330295120123,-0.430837001442554,-0.135222557104906,-0.0498292251194488,0.152490060388175,-0.220929607835326,0.360677628115987,0.320502774371677,-0.239075805632935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
125,4,0.13469551814285,0.592335880908316,p1,C1,1,0.2011989665,0.0116813742,-0.172545912365531,-0.194300261369977,-0.0896441652554915,0.0620175701540649,-0.274071676488983,0.285083709235033,0.496719134049716,-0.014847433751136,0.45859726323917,0.251832624365304,-0.465160832416909,-0.28152775449959,-0.006740619426248,0.318334819905272,0.244553045864278,0.415407082761028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
126,5,0.134692700825837,0.592311102348114,p2,C2,1,-0.2207379952,-0.0509307479,0.0722675195559259,-0.107490958322999,-0.108249890958772,-0.307445851046586,-0.267991185698486,0.225544297186423,0.482008814298383,-0.207468404703351,-0.479889810357235,0.0592088905804811,-0.0560925610432699,0.391879703796866,0.252785262546692,0.0924636342437957,0.211232366056761,0.35862496016537,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
127,5,0.134396735267255,0.589710945333645,p1,C1,1,-0.3147580825,0.3338598299,-0.0194617660841751,0.308108850770745,0.26751329524871,0.354498851973951,0.349672865981098,-0.187108764476921,0.111402877268463,-0.0627007973652148,0.447084145098463,0.154488253039234,-0.37334586662844,-0.0455231194214002,-0.126867312695082,0.0617067843037621,-0.412056018789038,-0.311514574024157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0
128,4,0.133974596216267,0.58601220876776,cm,D1,2,-0.3535633604,0.3665823964,0.2862231404,-0.2590211752,-0.085476345082917,-0.350332543417728,-0.451500719547864,0.0156934546445964,0.0484992804521364,0.149666862304386,0.0484992804521359,-0.118282330128149,0.280550088022237,0.0156922660881193,0.280550088022236,0.283641458520655,-0.183551527117964,0.0156922660881195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0
129,2,0.133974596215841,0.58601220876403,p31m,D3,0,-0.317196809556336,0.277472981170317,-0.0851460019869763,0.143498384954473,-0.0851460019869712,-0.320603978414225,0.280878753809976,-0.222527392945717,0.280878753809976,0.045421799485965,0.182803190443665,0.411446829154376,0.414853998013026,0.277472232938532,-0.0851460019869728,0.411447577386155,0.0488279462406139,-0.088552796729875,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0
130,2,0.133974596215561,0.586012208761583,p6m,D6,3,-0.144419255,0.2711764566,-0.2302777246,-0.0412540457,0.0940168019,-0.0146140467,0.418530806268757,-0.0489312051040817,-0.447494597518817,-0.280982012674769,0.28455621005006,-0.280982012671149,0.418530806263915,0.219017987327041,-0.215443789947518,-0.414956608886137,0.0525054024836041,-0.414956608890904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1
131,3,0.133974596215561,0.586012208761583,cmm,D2,0,0.0686466315727995,-0.217567412074189,-0.0653279635764214,0.0144833961103407,0.202621227717235,-0.449618219684131,-0.431353368226775,-0.0835928156186614,0.0686466325315359,0.514483395734654,0.434672036044423,0.148457992231247,0.20262122809639,0.282432587790091,-0.297378771524454,0.148457991669185,-0.0653279643347328,0.282432588541463,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1
132,2,0.133974596215561,0.586012208761581,cmm,D2,0,-0.0973662071899427,-0.490949258878839,-0.231340804876938,-0.258898452159494,0.0366083875541851,-0.25889845046043,0.402633791512293,0.107126952474477,-0.365315400269948,0.241101547566141,-0.365315401567713,-0.0268476448649813,0.268659195771945,-0.124923855368765,0.26865919447418,-0.392873047799887,-0.499289997308061,-0.258898452708222,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1
133,3,0.133974596215561,0.586012208761581,cmm,D2,0,0.105182689611024,-0.0555266170888889,0.105182690033503,-0.323475809520011,0.105182689519721,0.212422575342234,-0.394817309632814,0.0784479791266728,-0.394817309375923,-0.18950121330445,-0.0287919060152162,-0.555526617185214,-0.26084271371254,-0.421552021192128,-0.260842713584094,0.310498786791876,-0.0287919061436619,0.444473383229911,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1
134,3,0.133974596215561,0.586012208761581,cmm,D2,0,0.217489727217699,0.0821634364773165,-0.0145610802491116,-0.0518111599150293,-0.0504594654492817,0.546265050852987,-0.282510273458149,0.412290455399511,0.351464323307744,0.31421424411866,-0.282510273018159,-0.319760352160607,-0.416484869292339,0.180239647610449,-0.282510272680234,-0.0518111597294836,0.217489727421832,-0.185785755953806,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
135,4,0.133974596215561,0.586012208761579,p31m,D3,0,0.447152605906255,0.122823920971163,-0.0528473944961538,0.256798516973575,0.0811272017360213,-0.243201482997521,0.313178009052302,0.354874728171466,-0.186821990442508,0.0247477092492703,0.349076394167144,-0.243201482744345,-0.418872798137682,-0.109226886747537,0.0811272016097231,0.488849324605779,-0.186821990695102,-0.243201483181851,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1
136,4,0.133974596215561,0.586012208761577,p3m1,D3,2,-0.3763901062,0.1490059649,-0.0138350409,-0.4790011364,-0.388117552357143,-0.121730747915562,-0.0220921485727038,0.512243848300001,-0.254142956141583,-0.353781555484439,0.111882447642857,0.0122438483,0.343933255211735,-0.121730747915561,-0.12016835992602,-0.121730747915562,0.111882447642856,0.280193040731123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0
137,2,0.13397459621555,0.586012208761488,p3m1,D3,0,-0.265749022056543,-0.400995545067329,-0.131774425944251,-0.168944737438816,0.368225574838629,0.232979051540629,0.270149362805559,-0.400995544163353,0.136174766486877,-0.168944736653994,-0.36382523273027,0.232979051659787,0.0022001701135512,0.331055262953627,-0.131774425422326,0.0990044549923146,0.136174767008775,0.0990044557771343,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
138,3,0.133627566965088,0.582980290754153,cm,D1,0,0.499871136316222,-0.133616354647864,-0.139122500525068,-0.0043133538152363,0.143429533921101,-0.493707833257967,0.35094666883514,0.124328389519523,-0.256845352569387,-0.244243836911044,0.261152385965416,-0.253777350162157,0.127524819000334,-0.022327614886809,-0.1232177856043,-0.475693572186389,-0.382406011639459,0.106314128447944,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
139,3,0.133283598174326,0.579982871234565,p1,C1,0,-0.265533071007339,0.312756978708337,-0.0063819106622334,0.250317037477054,-0.0023818377329688,-0.225193765059232,0.342541516686442,-0.127137755760282,0.351201766625412,0.139288726106997,-0.0099389389691876,0.516860500572296,-0.243577391715378,-0.338696077407039,-0.0246837288426962,-0.490826398261763,0.116139540117949,0.0135754816236289,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
140,4,0.133150868262653,0.578828299394008,p1,C1,0,-0.0519473161226674,0.229470663538523,-0.23661175427285,0.037596589836339,0.132714308864395,0.42134744465998,0.006555094212426,-0.386663891012694,0.220691324240179,-0.22835315269752,0.497170100017411,0.0442684539883273,0.348379234826919,0.265125632527444,0.486913294580696,-0.221835685059955,-0.0234779118465087,-0.122061106780446,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
141,3,0.132960306432772,0.577172678963423,p1,C1,0,-0.0645596197511407,0.342553887657149,0.240211270419496,-0.342918568153512,0.13067260627483,0.162004309236895,-0.141287157005751,-0.124743438415946,-0.37795915006662,-0.003499304341823,-0.487175916444938,0.238957847106946,-0.0248855145347485,-0.363834278844517,0.357458414260377,0.0231447771797489,0.123809627948494,-0.103827727724941,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
142,4,0.132957955531537,0.577152268902639,cm,D1,0,0.466326220934467,0.048443883302909,-0.0134497702331573,0.348795354841098,-0.0864872427418293,-0.391318886056974,0.143802691509245,-0.25836093052538,0.0634186193091716,0.0942319591109308,-0.351649606260736,-0.145407792653825,0.284300593527658,0.242294193397225,0.409683750397075,-0.262666076422085,-0.0864872427418937,-0.125402974993898,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0
143,5,0.132892086941761,0.576580557505627,p2,C2,0,-0.348801809388889,0.309292955496542,-0.391051685990602,-0.0150961790700458,0.193448067212825,-0.232343313721309,0.145836640977931,0.442076842159298,0.156559740244291,0.176509068833786,-0.204438690532445,-0.204349493474524,0.0068350717546676,-0.0430899993168306,0.422333491806689,0.174155334057849,-0.119937110584467,0.444430576935235,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
144,4,0.132860069760428,0.576302764284366,p1,C1,0,-0.0258380016182625,-0.112919763186059,-0.232634670502284,0.0539404486244743,-0.0533276358687877,-0.405152488390615,0.445430573277966,-0.305492212052977,0.335459756404129,-0.0635963419288991,-0.439431716745286,0.220800192757544,0.295732654516486,0.199137268259429,0.181836735392984,0.43920999089571,0.180957196243055,-0.279781798078607,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0
145,4,0.132790688448284,0.575701015364738,cm,D1,0,0.185696161994817,0.348234206156809,-0.145910707251096,0.156780890932552,0.427861352499051,-0.188533461173067,0.197861133334574,-0.321324149621351,-0.443879970064475,0.0440244443397825,-0.0676692594086915,-0.316120469780706,0.443531467244114,0.284559854010291,-0.219684753347343,-0.098348209479113,-0.0721386475009487,0.411910565714804,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
146,3,0.132564270932512,0.573739467182532,cm,D1,0,0.145000293761924,0.210921837875555,0.343848353145054,-0.133493103962359,0.0993060048942754,-0.469347967502064,-0.268129724173212,0.167069383758936,-0.16582253697075,-0.469347967502064,-0.400693995105723,-0.0625386687645028,-0.176738754216368,-0.20444424930898,-0.0441744832838571,0.0251638032144582,0.0883897876486568,-0.20444424930898,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
147,4,0.132475798626991,0.572973904717599,p1,C1,0,-0.351872663794587,-0.121018408624796,0.254060812723754,-0.130634450778218,0.313995493742238,0.127449223441306,-0.0471313457833252,-0.498225105107892,-0.179889519445461,0.244220824233322,0.194131691035806,-0.388719415976015,0.0845910651676695,0.260012253875182,-0.282596570581501,-0.376752981564335,-0.421152556264593,0.134715135101445,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
148,3,0.132328231254092,0.571698122083588,cm,D1,0,0.06917841556969,0.402944172891749,0.0691784155696308,0.0177247126533892,0.235570716093638,-0.439107938112192,-0.264429283906362,-0.0062485801270529,0.0143034378497042,-0.293905201478656,-0.485696562150296,-0.151451316760589,0.250686335595336,-0.174883485809938,-0.249313664404664,-0.270473032429307,-0.112327879116675,0.210334442772597,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0
149,3,0.132328231254038,0.571698122083118,cm,D1,0,-0.346520337415727,-0.0618776893985311,0.153479662583789,-0.326100229326743,0.17465435864278,0.0224412435630087,0.174654358642382,0.45560624149712,0.395921538414756,-0.122761643126852,-0.104078461585518,-0.265216275597729,0.0225522078080649,0.239023742529952,-0.0889626628954561,0.479039318606359,-0.0889626628950718,-0.0009918335465841,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0
150,3,0.13230368497075,0.571486046966687,cm,D1,0,0.474804165907264,-0.143031322088711,0.290956396435424,0.175402355494727,-0.0460958526284017,-0.0636697879505766,0.0992354918145209,-0.315391060458012,-0.2814884826869,0.057191164972613,-0.413792167657651,0.28634786937054,-0.268460823214727,-0.207095308983274,-0.136157138243976,-0.4362520133812,0.218068893774446,-0.0789683821761066,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0
151,3,0.132237306948241,0.570912750799706,p1,C1,0,-0.343547603355281,-0.0894254543696065,-0.271164232420944,0.29243664584829,0.203643901693391,0.0767672575610191,-0.0341849645891156,-0.0389230694264663,0.208710445349907,0.365222722494453,0.467449043177883,0.0955733396102016,-0.0268667735340906,-0.506038540586578,-0.0154612935911507,0.224887934021182,-0.154543776930599,-0.274423765152493,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0
152,5,0.132076457861524,0.569524716716003,p1,C1,0,-0.0770191824264144,0.155798915293554,0.299199357686428,0.0781029259370253,-0.435124982315899,-0.20133250393726,-0.0060719442522689,0.410245869058869,-0.0276684602523174,-0.333816025116956,-0.364176230104433,0.0531140276653996,0.115843188397768,-0.112047746080657,0.4825547314934,0.26825436500887,-0.147969599326266,-0.0986471521288456,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0
153,4,0.132018544412663,0.569025370961337,p1,C1,0,0.444823264670199,0.0270253625050862,0.0634483478027344,0.447057715204572,0.0786222725925288,-0.106046391185556,-0.226650459271997,0.272103346043767,0.24678039007895,0.257044698413127,0.0063541159857187,0.147908128002451,0.380111788706485,-0.228959029897949,0.150888218830926,-0.36000153937048,-0.490462231595544,0.283008989484981,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
154,4,0.132003425405518,0.568895046754747,p1,C1,0,-0.0439472160033905,0.0051655097312304,0.444693113406461,0.136681888431209,-0.2245126593101,0.325912501360504,-0.416202250912721,-0.163969012637816,0.0734202926025782,0.43825357525553,0.188559940039806,0.200677316207637,0.211280660291441,-0.0623500324586339,0.350149080693374,-0.286883279640945,-0.299174593907448,0.0726829359512831,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0
