crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55
467,5,0.119637974785998,0.571149803419583,p1,C1,0,0.358573446578638,0.0204326277575044,0.426818356735878,0.249769960700073,0.290328202346817,-0.20890460577277,-0.283982271946602,-0.369558876272634,-0.0013831124387386,0.112259645925964,-0.0491080123246084,-0.323874500271628,-0.1465210935779,0.302490943231189,0.187715525732389,0.258870304083566,-0.0230072233898418,0.507423380670332,0.0697401193685789,-0.116201435969539,0.127258474615392,-0.485577444982055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
468,5,0.119579286774483,0.570589589577382,p1,C1,0,0.316019731259797,-0.182067674795328,-0.315483740176593,0.234892225516426,0.161423339286311,0.353604203006412,-0.0360230910271277,-0.377950196924103,-0.187577808370957,-0.192942113444464,-0.42461026314485,-0.224760955124188,-0.0599570643672093,0.444089230387639,0.382801744308837,0.263114285934624,0.429356312916472,0.0285306218747957,-0.333649960971542,-0.0035754069287481,0.202682338586861,-0.392665535003067,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
469,5,0.119537051438865,0.570186596925696,p1,C1,0,-0.18512495444865,-0.237352438477742,-0.101627360228905,-0.0133332910230951,0.231376230439261,0.404654272913251,0.385163842017345,-0.243465627954026,0.167741983339255,-0.342884751042877,-0.382858217498235,0.289482684030889,0.334818262563544,-0.0097526644790549,0.117396403885453,-0.109171787567907,0.387360166517723,0.223476353860563,-0.0076609716787686,0.40885459080319,-0.15413301520802,0.219903890536806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
470,6,0.119480175419835,0.569644133677285,p1,C1,0,-0.0855225207001605,0.407231173630121,0.243611417311402,-0.095748651439327,0.125823523761657,0.138225037914274,-0.018424361248712,-0.557654975044263,-0.214919572835564,-0.159247466795776,0.481028414675754,-0.12286356681655,0.245452561692074,0.345084755010816,-0.282301081888538,0.271657403563598,-0.345147115599611,0.0411093059349134,0.0061943229918997,-0.0686345850105675,-0.388744042560201,-0.323220339547239,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
471,6,0.119429521695113,0.569161233805904,p1,C1,1,0.2278963834,-0.2867441368,-0.339629588177864,0.128730445675405,0.20771037236471,0.0190841126708277,0.47319608816253,-0.107661004806861,0.0248613821854692,0.525159896442106,-0.0975359412299016,-0.308044499737874,0.311040520495716,0.337310608676557,-0.100791829061659,0.131919086395749,-0.006112668387746,-0.087374094399681,0.076527077047514,0.2919554827109,0.421532624701231,0.125543903272871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
472,4,0.119385411004174,0.56874087779145,p1,C1,0,-0.204073841489681,-0.287707408719773,0.0823662701816943,0.47152998291158,0.0094850695321432,-0.180917442123116,0.265676122616927,0.157230231113671,-0.499187693758112,0.115727452979782,-0.272301957851373,0.190120787927212,0.347301754237829,-0.0671550663214123,0.229102661234196,-0.274617062493388,-0.0896982024643063,0.0362787456855584,0.0404370311238751,0.236469470799115,-0.142166724263191,0.39031151304077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1
473,5,0.11934300710313,0.568336933143088,p1,C1,0,0.163379910997511,0.311468775098632,0.140017502641554,0.073928860024386,-0.0748205277216884,-0.306118155419276,-0.41883197643309,-0.10294882828661,-0.0395690774434811,0.473152726831751,0.116654603747852,-0.163611006804223,0.354856540219991,-0.178804783115402,0.0464387639078923,-0.51170803253185,-0.370081750417376,0.130705679140676,-0.218168087302601,0.31480688048581,-0.313257594096562,-0.317016722123895,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
474,4,0.119308563704353,0.568008926814409,cm,D1,0,-0.453804462780535,-0.111658261796107,0.35715535564543,0.215768937362164,-0.337594095717172,0.347965096174035,-0.186693956648037,0.0865983884370758,-0.0081725056557038,-0.351203663884042,-0.12748106936004,-0.144555169770023,0.0146124483289116,0.517849400605334,0.136533438716765,0.306676050744475,-0.102064479889914,0.309703711449391,-0.24678963306441,-0.351203663884021,-0.422223572475296,0.12485977316172,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
475,3,0.119272490453329,0.567665500820938,cm,D1,0,-0.0610538530591521,-0.0346663995790413,-0.496011088649935,-0.0346663995790451,0.10219503869213,0.139268954095065,-0.159259980401219,0.182725560870814,0.340740019598789,0.139268954095066,-0.397804961307877,0.182725560870815,-0.0849104838760332,-0.272015444409277,-0.472154457833064,-0.272015444409282,0.0039889113500613,0.35666091454492,-0.0610538530591525,-0.509364489239513,-0.278532470854547,-0.411350415160521,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
476,6,0.119231993975591,0.567280088382497,cm,D1,1,0.012374393,0.3280413111,0.299537120716506,0.118196835927844,-0.200462879283496,-0.338910651024733,-0.0434515717244365,0.0051078366167082,0.456548428275565,-0.225821651713596,-0.339273148828735,0.322655794343776,0.236283825864685,-0.317192207552764,-0.263716174135316,0.0964783924558773,0.422262863220082,0.322655794343775,0.176812899447572,-0.0862630355959234,-0.323187100552427,-0.134450779500964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
477,4,0.119057652096735,0.565622339207788,p1,C1,0,0.163513919561366,0.145944808859106,-0.0399669321858126,0.269615504916792,0.366994549200511,0.0222737473580157,-0.430976619072622,-0.21510860325574,-0.209104482331781,-0.128669879125855,0.153799842972439,-0.413783119489296,0.0086429666035178,-0.225028306745443,0.242609184235152,-0.180771023748221,-0.273933149817447,0.22535822191957,-0.394898681669398,0.0202576656187061,-0.112233939395927,0.496499567292365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0
478,5,0.119027814844295,0.565338871467851,p1,C1,0,0.153356865590943,-0.341245825834801,-0.29158903103664,0.100249750833805,0.0633928388326122,0.199376120245431,-0.1557266064,-0.218763874060544,0.496743542572096,-0.0421356861471822,0.2003541672897,0.394086359662113,0.490388206696918,0.195835094690184,0.370675141123939,-0.244069440093218,-0.0735662983592673,0.0046643394870818,-0.391410897353159,-0.252281001388799,-0.0639615417571407,-0.43842191679407,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
479,5,0.11900894089735,0.565159596902346,p1,C1,0,-0.212846230836826,0.0354099657103674,0.480064568993587,-0.0374951823130701,0.168621930244167,0.0460521653667725,-0.395434044567956,-0.270501137592897,0.355387829295178,0.193602194189893,-0.158548731768239,-0.293692960156383,0.132757174441331,-0.285566153421299,0.367680555099474,-0.247310209122599,-0.407547849673806,0.172317933616898,-0.0181442574945766,-0.10149749804041,-0.0076472998323322,-0.477761615537273,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0
480,5,0.118917447420614,0.564290947211729,p1,C1,0,0.0776501320860814,-0.21901495362685,-0.226954801845139,0.333509661956652,-0.275261340363593,-0.202007709684154,0.468496731046402,0.186921592124571,-0.127806358045491,0.0541158687889837,-0.187486393476573,-0.423052944654554,0.107112689058731,0.0169880017376371,-0.0020993280276094,0.256014803427633,-0.363039954402638,0.0190360690600645,0.232819719076614,0.218886936376287,0.0481906184932147,-0.455018288906269,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
481,4,0.118885031030878,0.563983342525156,cm,D1,0,-0.298849426788433,0.3382934936881,-0.298849426788408,-0.366985286433556,0.332835134170873,-0.133230927403615,0.332835134170869,0.104539134658143,-0.0175649757575995,-0.133230927403595,-0.0175649757576066,0.104539134658163,0.157635079206628,-0.29397775677632,0.157635079206641,0.265285964030866,-0.461249951824244,-0.0143458963727326,-0.255335037819365,0.104539134658153,-0.255335037819357,-0.133230927403606,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
482,5,0.118797700193489,0.563155062515328,p1,C1,0,0.418602232698992,0.07373862320004,-0.0982423746312121,-0.17369038328921,-0.181789110889488,0.400691076995364,0.011285551355402,0.262221769623403,-0.227801922651428,-0.372853376342252,0.412182987162171,-0.163770045213951,0.0937325438826503,-0.387481601667795,0.174587772565467,-0.164067174470942,0.03131758624691,0.0254723411908204,0.425021392399026,0.311247293933962,0.0346661580615095,0.49866398564056,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
483,5,0.1187420535656,0.562627605491557,cm,D1,0,-0.389699904820006,-0.021459374389757,-0.146613860692523,0.118886418623487,0.360298437668369,-0.335728945164405,0.250552399990567,0.178259419629445,-0.415457075422848,-0.257542557404642,0.0707187585060786,0.0231511911877146,-0.188354722527698,-0.326991981083965,0.0173125472429869,-0.208249927518365,-0.363945399191414,0.214624099364189,0.136054600808587,-0.41391719728905,-0.0696126689620983,-0.53265925085465,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1
484,6,0.118728856288834,0.56250254887718,p1,C1,0,-0.327020455564738,0.0511320808252157,0.221834621227972,0.231164002387376,0.14075798067903,-0.271555960927766,-0.0012114770294792,-0.0423336172605758,-0.0079385542774976,0.374555542494654,0.464210685768551,-0.0620126446975304,0.2334515048078,-0.0060093799271472,0.377928071607403,-0.28323984862177,-0.289784588673341,-0.397688133038491,-0.0964121130059301,-0.259872129189608,-0.11825150503977,0.164276636855644,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
485,6,0.118728737722011,0.562501425407983,p1,C1,0,0.403710768297909,0.260265949064022,0.175253696700835,0.325022563255454,0.475786205046307,-0.240564770276909,0.267322867934403,-0.0062716041762307,0.120533693891194,-0.227127632003803,0.211197672629635,-0.446595387274514,-0.49522371346017,-0.0048835707313193,-0.132233077466855,0.165858955020012,0.0298694513639634,-0.0076599857066496,-0.0532033215339517,0.389779365705226,-0.367832083303269,0.195509605824712,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
486,5,0.118693593663037,0.562168470508151,cm,D1,1,-0.0850554407,-0.422912868,0.0605592520564746,0.459121057740339,0.369906123666981,-0.076683441051545,0.179251639106304,-0.406905129029898,-0.174893203035161,-0.171076036287642,-0.293586796698198,0.0345072984696744,0.0605593767446968,-0.201321025651089,-0.202053435934205,0.253537708627337,0.152092737508692,0.0177093845065736,0.0333991438456534,0.223292719263891,-0.412280390361236,-0.171076036287642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
487,5,0.118693593662749,0.562168470505418,cm,D1,1,0.0257027123,0.0329751909,-0.0929909029227502,0.269129902605737,0.144396284402748,0.269129902605741,0.335049318553249,-0.0610915941802681,-0.283643937073248,-0.0610915941802684,-0.330378090247246,0.269129212499505,0.381783471727244,0.269129212499503,0.144396284402752,-0.202527435732262,-0.0929909029227462,-0.202527435732256,-0.47429730926,0.0803437917036445,0.0257026907399976,-0.408110770489076,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0
488,6,0.118675258079578,0.561994798274728,p1,C1,1,-0.3746682399,-0.044025281,0.382061443976683,0.348011907122616,0.250735850546397,-0.084936538742352,0.0995477059656916,0.501246903681157,-0.207913661280835,-0.225983174467145,0.0103183563501848,0.148764147830396,0.0164815868980154,-0.322395264643363,0.25383206832376,-0.322266859090372,-0.0153720899210612,-0.0871919253938439,-0.0929911040365703,0.362451823927115,0.247641117877736,0.152393800975789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
489,6,0.118632408649407,0.561589038728402,cm,D1,1,0.4589732851,-0.013388594,0.0064627448770423,0.43425191114417,0.197146544714968,0.103977881644588,-0.170498005487918,-0.313759467564562,-0.0391306867490963,-0.5412943380743,-0.183707370308552,0.104274457616889,-0.0650743444641143,-0.101202545249203,-0.302339161761858,0.309752173159035,0.17021532860019,-0.131753539948757,0.288847737249597,-0.337230899153804,0.224077746929742,0.339709304825942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
490,6,0.118549131854891,0.560800874333859,cmm,D2,1,0.3367442409,0.124675617,-0.399288701124005,-0.0130836428399338,-0.149288700866411,-0.446096345139203,0.0414367468773298,0.0895829251910293,0.159985875363717,-0.11575019631963,0.49555024467211,-0.225584794208394,0.114099376623761,0.435107490066056,-0.294127646502093,0.199417508321655,0.087323221687605,-0.461274775871187,0.278534996701144,-0.321083321957743,-0.0771123988331559,0.29491603675735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
491,4,0.118488503639982,0.560227413167282,p1,C1,0,0.287168982841546,-0.242348177740324,0.279906571905612,-0.0054824787318642,-0.205568154776158,0.386811540877638,0.2023957139386,0.428525929081425,0.380135739538057,0.271788616104352,-0.308534343176732,-0.200774664362348,-0.0811882442826104,0.185099518814039,-0.486273655269585,-0.0440365422728968,-0.386044714245773,0.233233178269558,-0.261664803752227,0.0315211562059596,0.155527231979271,0.196229895154461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
492,5,0.118398244869686,0.559374230340216,cm,D1,2,-0.4372251015,0.1413429188,0.3059540734,0.2381475193,0.268066817863249,0.0012492842054832,0.149668573205178,-0.20382249155797,-0.173801447219644,0.11964752934655,0.0629950425197285,0.119647529590902,0.4731385939336,-0.11714895992103,-0.0554032021383444,-0.0854242461725529,-0.292199691877719,-0.0854242464169012,-0.0554032025615756,0.324719305110005,0.354740349275527,-0.322220735684484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
493,5,0.118351623834525,0.558933793553776,cm,D1,0,-0.0948663246331733,0.0438698836548956,-0.213217470727306,-0.161121417807583,0.0234857769411011,0.248860633470658,0.490236149168149,-0.293939187097814,0.483513412323711,0.150631772258854,0.195227174807825,0.4537345928521,0.101865036158237,-0.510402605885907,-0.431855397889112,-0.070424757100229,-0.164378798850788,0.392858302269876,0.259063183056397,0.22580172662179,-0.0754591685550407,-0.35360798263664,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
494,7,0.118271575481982,0.558177967868612,cmm,D2,0,0.228068228862486,0.382682836939413,0.318363473219213,-0.246799415865909,-0.122500745596168,-0.144373121987418,-0.33106755137701,0.280256543810072,-0.462795889209929,0.0520963707830596,0.0092275914678497,0.0837870514835206,-0.358512573033404,-0.160218612755991,-0.0950557239931732,0.296102035374006,0.113511095832886,-0.128527839622374,0.432920607140538,0.264411262240391,0.0232158514867116,0.500954413201227,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
495,5,0.118271575481976,0.55817796786856,pmm,D2,1,-0.4348633172,-0.248093255,-0.412166886748095,0.0274781606432442,-0.162166895333335,0.460490853069107,-0.103031106784808,-0.303108357699098,0.0286973244301653,-0.0749480328462091,0.278697317990829,0.358064668110607,0.146968899654528,0.129904345128525,-0.207314510165508,-0.0907934169923885,0.132980727810865,-0.287262973552919,0.0426854836846985,0.342219279651791,0.382980733960659,0.145749733587341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
496,5,0.118271575481976,0.558177967868558,cmm,D2,3,0.425339895,0.2011209204,0.4383874555,-0.0868733637,-0.0748563901,0.4902620758,0.175465930949606,0.343187702394716,-0.19280564453244,-0.0898249994980548,0.043737506431512,-0.0898249994980548,-0.324534069050394,0.343187702393613,-0.192805644531547,-0.326368150462008,0.0437375064324053,0.146718151465898,-0.192805644531547,0.146718151465898,0.0437375064324053,-0.326368150462008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
497,4,0.118197942573831,0.557483169090861,p1,C1,0,0.0629280521869163,0.52842633688446,-0.157056210657673,0.441881905431772,-0.217086128759694,-0.251058591224399,0.0926043944767276,-0.487328525937316,0.160680475529551,-0.0274852932727972,0.21190225177517,0.203294567531803,-0.198155582872755,-0.0154219027670002,-0.14350587821104,-0.47571157082615,0.169310645118295,-0.263723593909286,-0.0135698584862596,0.13226399658517,-0.233762461299239,0.218276973403743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
498,5,0.118048558225972,0.556074910509679,p1,C1,0,-0.190091497031737,0.0224752859413292,0.21271028980998,-0.324835082433352,0.369899999710702,-0.148672533921331,0.480140286700862,0.141286049563709,-0.36091101855898,-0.298181889345597,0.0555233923576439,-0.501000140450632,-0.17277664095772,-0.440825867001541,0.109622861894743,0.333592375283005,0.028414535162944,0.11190102212203,0.258637706826763,0.059564231754501,-0.408597420415199,-0.0669507161121218,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
499,5,0.117997685515542,0.555595735790701,p1,C1,0,0.314516399273778,0.382399045863805,-0.386549997185159,0.29819696636251,0.457624441714663,-0.254554107026398,-0.0967703207531838,-0.145324395878857,-0.111353395084346,0.313524876688824,0.248013818199703,-0.362984737651554,-0.285265793953253,0.0850413299749702,0.116866940284242,0.253447479338836,-0.332764335008043,-0.146124635828315,-0.0492717796983937,0.0858415699244283,0.0121648531099902,-0.354673250768249,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
500,5,0.117997685515371,0.555595735789087,p1,C1,0,0.442073208376046,0.023543004053481,-0.335537931308127,0.24032653887059,0.217734740833642,0.27815045014264,-0.447808990237203,-0.195413988353323,-0.146239743242969,-0.152036228811043,0.317749257610781,-0.22244878067415,0.151609571516398,-0.39005373242796,-0.271362357908364,-0.352131572203219,0.206832981786882,0.0424070158806775,0.0895292685447252,-0.162370067816546,-0.322686375571809,0.0046813550388518,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
501,6,0.11795268736417,0.555172066226068,p1,C1,0,0.0959188731372556,0.379296186383456,0.0337111444991899,0.150657132618839,-0.366790283670439,-0.0743950484746322,0.160309432679435,-0.435568020579393,0.487371761731229,0.27000830158496,0.0730356633557434,-0.216399968587882,-0.161445834274602,-0.190519993805252,0.427866030331773,0.0417312467670598,-0.176135145747625,-0.42596758872643,0.19944567681028,-0.01722202220791,-0.132026697952239,0.318533019527186,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
502,5,0.117944848836964,0.555098280933916,p1,C1,0,-0.140480878417809,-0.133295033583501,-0.0639963802513129,0.342641361990943,0.261437845526785,-0.174748667330242,0.485884687759848,-0.247326656282151,0.48989029132368,0.213110842212656,-0.328947384694949,0.0085651986184278,-0.117748418177101,-0.443014924397956,-0.275572742202524,0.238337035464249,0.147579460331312,0.446946746082335,0.0479847409708163,-0.275156444041591,0.436515648831256,-0.0166609946331659,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
503,5,0.117944848836959,0.555098280933878,p1,C1,0,-0.479993886053985,-0.130195540331357,0.295265111554948,-0.0271270309781933,-0.145054222483822,0.367031237841528,-0.194422671962899,0.136365450034309,0.0025399516368402,-0.373405121341079,0.491383558602641,0.103951205950347,-0.223135543493965,-0.304742756350062,-0.126529087038114,-0.0895425192690199,0.0991464080926896,-0.158204884260035,0.0486280941940293,0.501683046871315,-0.369500879248364,0.294452675332247,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
504,6,0.117825629931242,0.553976659027831,p1,C1,0,0.305207397990535,0.0223841236409761,-0.191381873973429,-0.156080926501378,-0.308484833138182,0.198201964888248,0.167010149695693,-0.373437531244169,0.0371630316625628,0.247645916377225,-0.26951410862055,-0.378402473328995,-0.0037226301425234,-0.535862388219607,0.337740932500551,-0.211010575114292,-0.0050249831415375,0.479490018483933,-0.113247696316668,0.0662399374693217,0.27267390618355,0.255778828348735,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
505,6,0.117795570249965,0.553694033971819,cm,D1,1,0.1998210459,-0.1068514439,-0.0168281454710486,-0.296495869770402,-0.0087749367711331,0.506171363618454,0.182328673779032,0.175170200635713,-0.469323340598778,0.0196061767052168,-0.166019956154632,0.330737075746495,-0.0482243859046664,0.126709163167006,0.100968055937993,-0.500523417948727,-0.134623084560811,-0.0924675927917015,-0.351527730228014,-0.184421712710513,0.41288112927206,0.223634112448457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
506,6,0.117688057461673,0.552683774876565,p1,C1,0,-0.37133890653362,-0.156106206942237,0.436005625325274,-0.020881260753528,-0.312931298130326,0.364940513768147,0.035295590464024,0.259392749547471,-0.131778585187437,-0.0606753428863764,0.252727124869547,0.349533990511127,0.0562724030889356,-0.305395739316341,0.243350870854648,0.11434470219838,0.103176919991772,-0.0747404082040518,-0.182135691752544,0.169250900276075,-0.178683102090274,-0.291330673998666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0
