crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55,contact_graph_56,contact_graph_57,contact_graph_58,contact_graph_59,contact_graph_60,contact_graph_61,contact_graph_62,contact_graph_63,contact_graph_64,contact_graph_65,contact_graph_66
635,3,0.115761751312335,0.583351963367568,cm,D1,0,0.061334581677699,0.0535751933852439,0.0181303413017119,-0.498831095993173,-0.170130634792575,0.0483804044611749,-0.370635869638692,0.164142155773511,0.0883357601045021,0.283518813934195,0.203766768921872,-0.360475579268969,0.203766768921872,-0.128952076644298,0.28884099495062,0.399280565246531,-0.370635869638693,-0.0673813468511604,-0.0711411044848111,0.451358802996272,-0.370635869638693,-0.298904849475831,0.428858895515189,-0.183143098163496,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
636,7,0.11575163162007,0.583249976584288,p1,C1,0,-0.393419021194899,0.0957945873832026,-0.344406016541538,-0.172866298456709,0.219047918782262,0.0499089261082877,0.264774207394611,-0.334454732241933,0.120866491975576,0.33021192604229,-0.16540748597794,-0.446847482041433,0.0019083372393033,0.131610016906011,0.0399255557143936,-0.0967503386512776,0.033356528591801,-0.328160383319819,-0.185002698852215,-0.0049843661338098,-0.0038081219797835,0.525276021984921,0.398165118648427,0.196574496720269,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
637,5,0.115747668255546,0.583210036020897,p2,C2,1,-0.345901872,-0.2831561048,-0.355491332818249,0.081328225371345,-0.137195717620197,-0.463005430033357,-0.073786948015659,-0.240363523008594,0.384812350581769,-0.236343659153456,-0.0957950162182352,0.399000109896106,0.211884807843748,-0.0824405864454214,0.0771325265197746,0.245097037188059,-0.0103796546113316,-0.0177211955649524,0.299396988974861,0.180377646307615,0.431632549898398,-0.0096324777742925,-0.142615215534881,0.172288928516947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
638,6,0.115742057223114,0.583153493523598,p1,C1,0,-0.325828173687314,0.105409517804544,0.224912596963694,0.0013828466602806,-0.290675414393095,-0.373281533580486,0.121887901026427,0.213989923079322,-0.224196101780601,0.330553980468875,0.0049122672211408,-0.070622362554902,0.444913390230787,0.0733866396354054,0.343340655092494,0.281395953651583,0.0506615100409676,-0.481658782734859,-0.0756126498603276,-0.287649164977962,-0.0057386154446947,0.407112597911671,-0.0965695853094779,0.137431305636526,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
639,4,0.115698516561466,0.582714826479007,p2,C2,0,-0.436441933929812,0.287401205759261,0.348494140963143,0.37279497049444,0.172847277519289,-0.374662301586335,0.239204929514045,0.168833074055596,0.381752178001119,-0.0134438276265976,0.048123767618372,0.0383241605412495,0.363928439414965,-0.244153388071994,0.0303000290322104,-0.192385399904146,-0.348572608866597,0.0733368027142173,-0.239375184100069,-0.279166030244954,-0.427359351050303,-0.144234418255317,-0.160588441916363,-0.0615948092754198,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
640,4,0.115660195208654,0.582328879917084,p1,C1,1,0.0431056654,0.5216967342,-0.207205945334401,-0.26227705562907,0.307564160278431,-0.215095726711465,-0.458053641777983,0.0804226551311636,0.0740651218749744,-0.513577610296158,-0.0356045858102345,0.262061777037183,-0.258597970595283,-0.0367377402926954,0.188987436294325,0.206676340054148,0.319806738882687,0.0159004686942945,0.344183607622745,0.378208469487137,-0.20467753650312,0.419933434933139,-0.25686192743214,0.194576135592327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
641,4,0.115647603687952,0.582202094604175,p1,C1,1,-0.0091174508,-0.0741851537,-0.232489935617119,0.0594147009867557,0.0763285145650464,-0.31962232505091,0.18069172577591,0.115879087955868,0.344056592280055,-0.0478566544681551,-0.150729213006624,-0.363693418809198,-0.425526901134369,-0.0679988104590672,0.303385613043406,-0.275547990278271,-0.0394529816505213,0.186828229932314,-0.04239003347458,0.41810478879993,-0.370873920433053,-0.29274427683275,0.17775467395185,0.347155646823483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
642,7,0.11561658644096,0.581889837645469,p1,C1,0,0.0460493604023549,-0.126424139384738,-0.107326369688415,-0.299469409936012,0.0543587175942297,-0.523715899436989,-0.339523852280998,0.129023971148584,0.480500525861948,-0.0161571425618678,0.0687339190899329,0.237379878713455,0.369986516282608,0.202754240654003,0.300525201803978,-0.161338625441983,0.239295848284358,0.393512542017828,0.23873220565135,-0.384162335732253,-0.159548129389527,0.274204959610342,0.199424587088183,0.0466215773496306,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
643,4,0.115574106863075,0.581462322970547,p1,C1,0,0.0391314555246523,-0.492234300092122,-0.229883371098663,0.382471333466545,-0.109924756045243,0.184887357944096,0.245410577135837,-0.25372999038946,-0.371294054700386,-0.122153482339767,0.321562332564603,0.134354348027929,0.0233554843136839,-0.189534722179603,0.115011510805664,0.238114912499683,0.400943475257869,-0.082735796597529,0.308146206428686,0.3651128890796,-0.193420573673281,-0.269769611052352,-0.154517996713421,-0.0419185934670178,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
644,4,0.115538452847702,0.581103622057517,p1,C1,0,-0.182188300094732,-0.0468618025397454,-0.353789113003519,0.107895095060349,-0.357109711054865,-0.197855300192719,-0.380486246413591,0.337424612581402,0.0085469820459217,0.480158369284665,0.471289476036348,-0.0430984025926255,0.400584632031221,0.263488315129904,0.177046307647456,0.322030213608358,0.278791724425756,-0.361187935212038,0.0484631559388903,-0.0328460194602035,0.257618631369882,-0.13108309720073,0.238116698571229,0.0991693967333846,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1
645,5,0.115535293182184,0.58107183925404,p1,C1,1,0.251654313,-0.3387530912,-0.0518905496594405,-0.497640599841184,0.144219827364559,-0.0236757273170479,-0.413768986584895,0.0201795731931252,-0.464257064885245,-0.227787347293165,-0.246739846965434,-0.373433646645583,-0.0830837221187395,0.017878000254221,-0.125971468882789,0.244933625730175,0.0385528503789071,0.407184555632746,0.371523710759448,-0.0652276283129864,-0.357040821476785,0.244178526686753,-0.249549762229588,-0.142380145787055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
646,5,0.115535293181469,0.581071839246849,p1,C1,1,-0.160697097,0.2284234503,0.192676673916981,-0.244129940483163,0.0817681481284307,0.0495968364845025,-0.0678686059095737,-0.126478311458308,-0.235204895136453,-0.411708445801626,0.454296202458141,0.286608691231524,0.231405481054046,0.225671492460374,0.397667272822351,-0.13748815579006,-0.400828851037708,-0.250580170462591,-0.487451751801899,0.0630011890111771,-0.285947875661958,-0.0500908256613549,-0.0123141737323589,-0.350771247030475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
647,5,0.115535293181453,0.581071839246679,p1,C1,2,0.1169259413,0.0919481862,-0.1513257431,0.1909798784,0.15879009086067,0.485046348674653,-0.252026803947307,-0.0743268227619235,0.173892326522062,-0.19777840417383,0.216778759219735,-0.424834277853779,-0.449687589582687,0.280933300541421,0.388599738668073,-0.112371477922734,-0.0685138286342547,0.526598052181756,-0.44687630144234,0.0498798163844207,-0.0571770276343141,-0.198533024510765,-0.113906167429635,-0.422531731159219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
648,5,0.115521865518228,0.580936781233721,p1,C1,1,-0.325609039,0.0048048405,0.436703978424919,0.0533108047894234,0.182774873491647,-0.127402652393353,0.275576180192625,0.415269910337633,-0.226177152510401,-0.21971841530635,-0.0893922557005976,0.366535110826763,0.40864494276752,-0.176022786664649,-0.304196320834949,0.281444457679642,-0.123103621017756,0.137964007010687,0.464763064091913,0.282644390124801,-0.0430956280602673,-0.0787845263503513,0.0746155349553468,0.529270018745754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
649,5,0.115517519291317,0.580893069412334,p1,C1,1,0.0673947739,-0.1852968643,0.0757936884355319,0.112457316533304,-0.199141018030167,-0.194520086040624,0.392919117679736,0.222903286391798,0.335550654887077,-0.207969320519167,-0.493417978087896,-0.052645592304735,-0.122958217850769,-0.412633290615003,-0.275324256563752,0.0235929654244702,-0.13496479302285,0.207104300353379,0.0845896291923888,-0.514127528089995,-0.197775760294684,0.429437319590867,0.286552043955384,0.0178100522757045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
650,4,0.115516361024764,0.580881420518832,cm,D1,0,-0.482705752828142,-0.0494924766224268,-0.0954669030006365,-0.403270291623459,-0.349860656291332,0.139526831872079,0.17441502576895,0.442217538039146,0.494108112320643,-0.279358789526855,0.115196230874471,-0.498123666278943,0.0800333923347642,0.231342632163862,-0.120046814065593,0.115826271139089,0.290696526209881,-0.0945434645411505,0.0568472574835571,-0.229556402790095,0.267510391358665,-0.324409777445578,0.0800333923347731,0.0003099101143325,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
651,4,0.115516361024671,0.58088142051789,cm,D1,1,-0.1561141301,-0.2869517668,-0.0407579198651104,0.0693827515638257,-0.419670339725362,-0.149382436041777,-0.267355452299332,0.255363537447759,-0.46743565869953,0.139847176423085,0.0920877669392088,0.258401645209454,0.0571446153088435,0.486776544906566,0.350211653180136,-0.169920728774704,0.169904764270907,-0.0254716219259472,0.302750451075226,0.163547271719681,-0.172973391785658,0.46623825217364,-0.267355452299329,0.0243308153984166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
652,4,0.115516018328569,0.580877973984403,p1,C1,0,-0.361278366798494,-0.343993893189414,0.228507891174087,-0.359371674927883,-0.231061629976903,0.0747846185495592,-0.330550677255455,0.283297763059806,0.448702620722228,0.215131088590419,0.240098754089083,0.314429773313058,0.158851370716324,-0.139090556536718,-0.0059481251033771,0.0228258667795019,0.429641809540801,-0.24570132327717,-0.365640951017913,-0.113003049602761,0.425279225321381,-0.0147104796905177,0.216675358688235,0.0845882050321207,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
653,6,0.115507355821006,0.580790857561127,p1,C1,2,-0.2559016428,-0.3713500238,0.2301647877,0.000491936,-0.450764526364976,-0.215369363820963,-0.0662618745927056,-0.213792569171892,0.0735297777202106,0.184638705959673,0.293947065117796,0.253805290459216,-0.254641831324466,0.319816005426606,-0.146887259167665,0.115471323150931,0.0143649864604937,-0.543055549088856,0.126515556933405,-0.341090090315227,0.357508739148445,-0.344243939584202,-0.259038469130536,-0.0864937805152871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
654,5,0.115496320032186,0.580679883173042,p1,C1,1,-0.2439361229,0.3868068104,-0.304095184301718,0.0959740163281814,-0.030927604372431,-0.450187837162675,-0.459989397126099,-0.136202923247817,0.155620017438212,0.378831503621052,0.0817567676526002,0.159966659264959,-0.270515890435457,-0.268329340085101,0.350537293776029,-0.0040762230566318,0.482864584974753,0.185257048630932,-0.0447200404292469,-0.219607333928929,-0.0910552099622578,0.006690372264164,0.128091937185614,-0.0663310469281338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
655,4,0.115495633134671,0.580672976175788,p1,C1,0,-0.270252913299802,0.197956988647269,-0.240661509880906,-0.0311310161378238,-0.0098185342624103,-0.0394066248956775,0.111308486893283,0.469121635021445,0.357882836865424,-0.0873131759051069,0.0516231620057384,-0.262076521946012,0.191832031906557,0.0732610912276621,-0.0273136696103766,-0.479161624399227,0.26139070811847,0.293530371102002,0.200155959705314,-0.43898037464643,-0.426033232058107,-0.168950788702479,0.395224555816814,-0.315266155965621,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
656,5,0.115489942527584,0.580615756690376,p2,C2,0,0.250644454065346,0.269631270983368,-0.332261118532009,0.0905694163755178,-0.0704493149562733,-0.18760859904812,-0.0111673495103938,0.547809286407008,0.157396600706516,-0.149688340400743,0.260986734826818,-0.356136376024812,-0.0601929606490894,-0.418360661869721,0.478576296182422,-0.0874640545558291,-0.368585542909557,0.318675188976167,0.286968878442888,0.0415254983827184,-0.295936509386926,-0.137536326801975,-0.285680155079742,-0.368288389623578,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
657,6,0.115485989367472,0.580576009025484,p1,C1,0,-0.478791717470884,0.185207117906623,-0.0660406694816222,-0.142013123119823,0.183792386813823,0.452298755154915,0.161100321366003,-0.100120101773842,0.160766377150633,0.222477394442456,0.491693115909377,-0.0998263579853482,-0.283836752588149,0.309064360845045,0.2088365256938,-0.326105299866794,-0.0528679469838124,0.310275062477289,-0.0601946687018647,0.541130805549888,-0.293181822349729,-0.183905265992721,0.326253377242425,0.0613497811623129,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
658,5,0.115482796484071,0.580543906674586,cm,D1,0,-0.0629854121165227,0.0212646892006947,0.129272563156476,-0.31173589213246,-0.1160376426026,-0.436993352515489,-0.294116657701287,-0.128551450602739,0.474626349842692,-0.229321384750279,0.181064538259934,0.27914258807302,-0.487036836761763,-0.001559680607988,0.397480366754166,0.19846239030256,-0.16375504795564,0.451783241730728,-0.0482722514715685,0.25176117082018,-0.332453471096833,-0.35631315474503,-0.0777008292070535,-0.209231648373197,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
659,6,0.115462135215403,0.580336192608257,p1,C1,1,-0.2783021348,0.3515069584,-0.0238220398681525,0.479597852571057,-0.0202050795250918,0.224380041098426,0.310410771573902,-0.0323850689478308,-0.435972667402038,0.145410106053481,-0.163377330179242,-0.350987043770287,0.338888466752619,0.196776532441468,0.0510391230020207,-0.265245552768745,-0.1304234129543,-0.122426202825186,0.281933769062774,-0.261546756413212,-0.210833238425357,0.0940461479305492,0.170421566062867,0.35471614763028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
660,5,0.11545310036144,0.580245374131724,p1,C1,1,0.3182677348,0.0198527616,-0.304816304174416,0.261883253819843,-0.301422898697183,-0.0209003981005473,0.305681145148459,0.295344274485018,-0.482259403300218,-0.164482542308074,-0.0680436216648146,0.347530495484776,0.0478667829876708,-0.0352459388605504,0.111675445678684,-0.257160625390891,0.336901511944095,-0.308061436846932,0.0109534973548646,-0.464941189106868,0.100409619365789,0.189602729976108,-0.120586458042932,0.122681826648118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
661,6,0.115385502255119,0.579566102537633,p1,C1,1,-0.3297638314,0.3395884134,-0.448416850787741,-0.0262707394361979,0.102641159705032,0.327321180565344,0.352571678854143,-0.266065017223713,0.384518955375046,0.326519201010225,-0.0400178085379469,-0.0625651869756145,-0.0877267772542634,-0.310410246534517,-0.420708813919795,-0.309117561467188,0.356762729124006,0.0974234820913299,0.125852853042354,-0.223008884731486,0.125991934333728,0.0977346002804667,-0.253597438834565,-0.149966548778647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
662,6,0.115385258799879,0.579563656853334,p1,C1,1,0.1020054767,-0.0736552278,0.0669443060670596,0.234946918056511,0.157180158889224,-0.418683510079003,0.380702300380121,-0.294236409348396,0.361750039050249,0.340542036951543,-0.192227163888552,0.11752952004686,-0.159194536420846,-0.110864607101454,-0.373505966340312,-0.0252746380680787,0.271513256992531,0.128145344517012,0.399029189544076,-0.0641947676249185,-0.0480132473120211,-0.313086645330131,-0.137625213461528,0.341747402480054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
663,5,0.115379341235014,0.579504212213268,p1,C1,1,-0.0770039877,0.3263232138,-0.010222945611958,-0.0446015070611199,0.235492428361199,-0.339470976790283,-0.412054947430186,0.0905100790525211,-0.341913861436009,-0.344603678817268,0.324927792316186,-0.126748422251414,-0.214277191366143,-0.152357872650322,0.196584722273541,0.293897157969094,0.42359943422433,0.25249800226269,-0.353942099996639,0.313831521145457,0.193831276478347,0.0631549033394835,-0.44458527831267,-0.137944176998837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
664,5,0.11536428340128,0.579352963149541,p1,C1,0,0.339200999180437,-0.254785980165837,-0.32046626719652,0.120414504195317,-0.238501512941396,-0.428948766488351,0.0943685874648149,0.0318217022348598,0.111303241648932,0.261927958182906,-0.0873814970025499,0.379231181351563,-0.0109363316959983,-0.390873054761413,-0.0939919432366082,-0.101429871912096,-0.324550794355874,-0.110277906119041,-0.316389586291987,0.351107053298156,0.115587570419632,-0.19792908949637,-0.437186251592879,-0.311645543319695,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
665,5,0.115363191066656,0.579341991915011,p1,C1,1,-0.2647968185,0.3664599498,-0.386565509718437,-0.321211180859961,0.0184851218033232,0.206633524992809,0.297511583332271,-0.183260184285518,0.428563618595322,0.261295053988394,-0.402257727760801,0.104408959755753,-0.126297359116989,-0.14795094008311,-0.173048957778129,0.0779892100340296,0.0781719720746047,-0.254847881173068,-0.48314871493292,-0.111672764614097,-0.116638160091943,-0.378475045734824,0.2100198881937,0.335276817379592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
666,6,0.115335110159306,0.579059987426889,p1,C1,1,-0.191900521,-0.0084639116,-0.472306253626411,-0.0460317648447615,-0.272834081408187,-0.375366527691404,-0.251349045908809,0.275361676931375,0.0410525151695652,0.150054301507223,0.295854779468292,-0.217121157087717,-0.0393439956454484,0.366260572439888,0.0779089857145806,-0.292674989067981,0.121450344743267,-0.0661514790391713,-0.0644124261370994,-0.474205609819363,-0.463354922399511,0.184464708471218,-0.481256139170236,-0.276528294299307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
667,5,0.115331014384874,0.57901886106084,p2,C2,1,-0.1335463071,-0.4550465875,0.119996860654546,0.25192137393212,-0.0706090674767052,0.38182268908097,0.310602788785797,0.122020058783269,-0.244946134800701,-0.190543876548663,-0.0150601438902072,-0.171638779371537,-0.431432233592808,-0.0547944512332048,0.171425954901899,-0.307388204686995,-0.455751635069079,-0.284170862897552,0.195745356378171,-0.0780117930226472,-0.464548252310154,0.173477975530276,-0.295458026380754,0.330364772333963,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
668,6,0.115309666908229,0.578804531069508,p1,C1,1,-0.1697780574,0.0022053877,-0.188956053697832,0.289500389032822,-0.211506312150462,-0.362985658942122,0.0514226583257722,-0.243041945701809,0.108289992357296,-0.0195438843006104,-0.44739450118944,-0.0307505876269562,0.381372008758805,0.123730378885563,-0.0054438665927574,-0.466540212973922,0.0213147747847711,0.384218158322363,0.165155994215535,0.203954516057436,-0.417569843197387,-0.259433264945559,-0.399226804814302,0.194782447992794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
669,5,0.115304455910556,0.578752218353788,p1,C1,0,0.183710074001723,0.320247577551081,-0.0495159762023526,0.405030319418578,-0.207557173147222,0.0808810636850846,0.0612749203334823,-0.0425551779574477,-0.133266464469593,-0.405482128717804,-0.127546762100981,-0.174944159575772,0.0961094633769998,-0.381667134788925,0.461239575499459,-0.230637127440322,0.233210606807614,-0.196238586066416,-0.346662160749556,-0.103049011711717,-0.257759567579067,0.305959249666373,0.0006864182294933,0.179952133437287,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
670,6,0.115287674698206,0.578583769406137,cm,D1,0,0.0575996006812718,0.040173219770124,-0.352258907281272,0.0401732197701239,0.3526703467,0.163028574061191,-0.262617327998206,-0.317249242212585,-0.0320419786017938,-0.317249242212585,0.0180419487895585,-0.542319435633071,0.187298744610441,0.323705968151367,0.3526703467,-0.0675467753352215,0.147244690644943,-0.172262063539129,-0.441903997244943,-0.172262063539129,-0.0320419786017943,0.252609984509457,-0.262617327998206,0.252609984509457,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
