crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45
47,1,0.141053927849171,0.721754681348873,p1,C1,1,-0.467387477,-0.3025269147,-0.179830823557684,-0.160603033704933,0.126670713353894,0.256743340568907,0.343860904232403,-0.05158488583698,0.174929039617744,-0.277520423910413,-0.147057575868055,-0.440800743336172,-0.142954251260123,0.173754059914067,-0.388012617400372,0.313508270696388,-0.386514131153582,0.0314043948178644,0.0637290563357737,-0.0182533686087302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
48,1,0.141053927849157,0.721754681348731,p1,C1,0,-0.383798756046705,0.343411621697967,-0.392880104877604,-0.13339878691311,-0.186196431815228,-0.325405822034603,-0.103667032876711,0.310079056232483,0.0400755065963111,-0.15692480786925,0.348075087594064,-0.0216820471678478,0.346576437301564,0.260421827839218,-0.166608166466064,0.0350822272522416,0.285133954004709,-0.296678876148089,0.103016640185666,0.118072021110991,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
49,3,0.141046551392347,0.721679194574198,cm,D1,0,0.267525265029266,0.234021978333221,-0.0586515767450852,0.377398691059317,-0.44521843855165,0.0232329035934999,-0.307547793896589,-0.360083300300077,-0.459448469326675,0.30496686473919,0.396323556446769,-0.2101499991428,-0.181538096822884,0.123478581926797,0.126478713636924,-0.0102778149107033,-0.117821079607003,-0.151324366303046,0.126478713636926,-0.292370917695399,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
50,2,0.140974444199668,0.720941495446235,p1,C1,0,0.159087373931781,0.432123604022626,-0.329804195883061,-0.152171825409695,0.220623284803388,0.135630159288478,0.499423659543756,0.177648330527272,-0.0689302959051416,-0.0452139646423163,-0.0599574086512045,-0.410251398585914,0.39641227588693,-0.084808962201907,-0.0430292470095245,0.235542711744427,-0.292168227519,0.367546287682056,0.150344626602078,-0.222453023625026,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1
51,2,0.14092162041262,0.72040131633317,p1,C1,1,-0.0465742249,0.0410878521,0.0681318262254134,0.332824270222321,-0.329174485665705,-0.100262814940722,-0.13636619453117,-0.305836585808154,0.266652617024298,0.008179319168979,-0.393606255721176,0.174116775055315,0.344783319020871,0.278976671084387,-0.208520097688414,0.386669654366667,0.419805511211913,-0.228421195202465,0.13832700812397,-0.242755235046328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
52,3,0.140810180861833,0.719262393064786,p1,C1,1,0.4974601725,0.013487078,-0.39556572487413,-0.278512074229643,0.216731722915749,0.14677954997532,-0.107369707596893,-0.49931467959848,-0.0296369549787841,0.283207196329966,-0.334299855106588,0.297842126129284,-0.193328046795643,0.0540451257397968,0.145539582978901,-0.125693764954017,-0.120522970252883,-0.218001651427241,0.329391236710272,-0.339021207064986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
53,3,0.140790037941382,0.719056626566658,cm,D1,1,-0.474106334,0.1194456846,-0.360693540502499,-0.270310092502381,0.221136534557626,0.0385568447182252,-0.0798615627587143,0.216105161339921,-0.0564331392507815,-0.442207932958279,0.365899250645345,-0.202961467558608,-0.202513696249785,-0.037358432267192,0.041341802664234,-0.178148470208582,0.225109212703959,-0.44681696647263,0.182822212790615,0.317518046109525,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
54,3,0.140755218322206,0.718701002231153,cm,D1,1,0.3395971197,-0.0908402046,0.0341309078922065,-0.12188989287401,0.213754158214092,0.189226702904159,-0.0925146072384169,0.422086450468785,-0.320665931743845,0.0269167646112481,-0.393267148289777,-0.245070715423732,-0.149471958725267,-0.385825933745938,0.132038477919145,-0.385825933745937,0.491283259596939,0.23640428047399,-0.0637745690250757,0.142046924431434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
55,2,0.140747171448616,0.718618829351609,p1,C1,0,0.0166223156046341,-0.39809911044481,0.304816681175935,0.216888839920261,-0.300427276777014,0.182019143225618,0.242798461462614,-0.143831711001364,0.009272801296055,0.0133459945643999,-0.264017976262865,-0.376188116316975,-0.202737136552045,0.446018578046928,-0.250528053707886,-0.0950171948606379,0.0340190629571332,0.293750501691062,0.484601828203438,0.0002869793755186,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
56,2,0.140684518032817,0.717979187322813,p1,C1,1,0.2277766055,0.0127811617,0.446045284717013,0.195369962627652,0.209648003510441,0.347963736729501,-0.0090230411857225,0.170900164338133,0.40709410560289,-0.316735658677967,0.12640049015971,-0.297251595807491,-0.317558402231587,0.0427746886765554,-0.322618349655436,-0.238548846401072,-0.0764550478838441,-0.102269121873126,-0.250126395533464,0.315943974887815,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0
57,2,0.140631964374269,0.717442875495765,p1,C1,1,0.0060134672,-0.5204860563,-0.31789348873416,0.0769536104950988,0.401707967203243,0.0549069757714344,0.234460958550318,-0.305189952383696,-0.0181960607482491,-0.18160262206935,-0.251554338035656,-0.338616354069189,-0.0374948027594062,0.0989984402448377,0.498791235695996,-0.209070744110051,0.199522199548131,0.250432710580888,-0.0501322267202181,0.379978320540026,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1
58,1,0.140615530732864,0.717275210767172,p1,C1,0,-0.463676198334616,-0.0270056554285662,-0.0736738353315812,0.197175900775724,0.281956157247005,-0.146955692553134,0.0111919546246074,-0.0709447952330947,0.440894918706089,0.237539687056012,0.174871395951006,0.328766850083897,-0.301824561174562,-0.256994693171133,-0.304737436875529,0.357489724180573,-0.0358010384194773,-0.348221856199017,-0.0561922055929419,0.489080673488741,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0
59,2,0.140588933606251,0.717003894287878,cm,D1,1,-0.123879218,-0.2587940661,0.153602685102277,0.33758922918374,-0.401361283480055,0.33758922918374,-0.445786610091245,-0.265410014283692,0.198028011713467,-0.265410014283692,-0.123879299188889,0.101850787627919,-0.389670278481987,0.0101112196292167,0.141911680104209,0.0101112196292166,0.376120700811111,0.16569761887313,-0.123879299188889,0.383028654840422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0
60,3,0.140545112190834,0.716556985304474,cm,D1,0,0.423683016950938,0.271667572148115,-0.295226758667393,0.271667572148117,-0.435771870858227,0.0282362970781219,-0.130369393551625,-0.148087905406025,0.0101757186392135,0.0953433696639685,0.0642281291417704,-0.350926556566328,0.283137904760104,0.0282362970781201,0.326384255604238,-0.249507230986178,-0.0330706322049264,0.373086897728267,-0.392525520014093,-0.249507230986176,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
61,2,0.140403561739172,0.715114346907715,cm,D1,0,0.13780463482252,0.366270398350268,0.200077452310611,0.0924552475673417,0.431810167047485,-0.308917588132789,-0.119009262681601,-0.359351443694998,0.466976652742244,0.179733294091864,-0.359155227253781,-0.121415123571501,0.140844772746216,-0.465786968159626,-0.0812581130191788,-0.0810934855062931,-0.255126233023153,0.139411656026656,0.178595922408638,-0.187529009970922,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0
62,3,0.140348266202186,0.714551186760854,p1,C1,0,0.410886851275059,0.0587281282853133,-0.244997308781506,0.385769799357493,0.200264636926147,0.357101911824995,0.137024992390007,-0.0216714571550305,-0.190129131328488,-0.0313727939639627,-0.378476354822949,-0.239497436199762,-0.019792330792204,-0.254477965770674,-0.0202689979681092,-0.535174093446568,0.342043381248313,-0.213395225983509,-0.0333118081462733,0.201433714651705,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
63,2,0.140300112832189,0.714060947074637,p1,C1,1,-0.4996064193,-0.2210213195,0.206872700702556,-0.110863581853689,0.414044001931071,0.0783889969667443,-0.156758028862365,-0.251163766481635,0.173942105207863,0.391089337768072,-0.3075135880235,0.113120984111072,0.206872802973832,-0.39146380751805,-0.047615465766912,-0.509667901001481,-0.0859559484319908,0.285308959828131,-0.0476156070305553,0.0073404276808355,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1
64,2,0.140300112831347,0.714060947066065,cm,D1,1,-0.3785080509,-0.0763678189,-0.390552598395908,0.225094172763177,0.366440477872552,0.0847940599318299,-0.123069612926735,0.140304202091798,0.306129253725517,-0.189247985900267,-0.0847294315279004,-0.137664352122989,0.0276869924293388,0.504589569699685,0.13682830717592,0.246084908122098,0.0845715150216973,-0.361435834084756,-0.193870746274482,-0.396169013700575,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
65,4,0.140277913752622,0.713834999405699,cmm,D2,2,-0.3818289685,0.3030198126,0.1550902514,0.0356599922,0.13663085645591,-0.263673103928179,-0.113369145450293,0.169339604593477,0.456769812977081,0.0478553653830553,0.316491899921614,0.290823839584865,0.415108707679218,-0.229589988970757,0.055386622371028,0.393466941556616,-0.282124909060298,-0.0547877355405541,-0.141846995894259,-0.297756209678524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1
66,2,0.140260325355705,0.713656005779903,p1,C1,0,-0.323078027645943,0.103572884555015,-0.212007634880758,-0.154022152909881,0.294968760829559,-0.109496634238842,0.0518101551098035,-0.249374180471171,-0.0645423994820969,0.212435938184233,-0.0366881053416138,0.532135309818617,-0.279846711061371,0.39225776358629,0.227588727873904,0.438063045568569,0.210656486523733,0.158053876650097,0.461617660774782,0.283394709957073,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
67,4,0.140242116309505,0.71347071957554,p2,C2,0,0.0120107568144321,-0.376061967107111,0.168383313365568,0.118669529773334,-0.286520709187738,0.244229342570025,0.459660391994043,-0.0774318451097355,-0.279266321814042,-0.17996059222404,-0.0330852206322622,0.364403623880639,0.27980971975684,-0.292664603870342,-0.0994156495768409,0.0352721665365668,0.244212140363157,0.406564960824001,0.436181929816843,0.202068005626662,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
68,3,0.140111175899501,0.712139043498601,p1,C1,1,0.2909521661,-0.3336609083,-0.369643203591969,0.248745650182334,-0.0105818986119341,-0.375079731525655,0.295208346202721,-0.003833038591812,-0.0081720848174012,0.179428587747274,0.309609599775604,0.276019012219493,0.0850783408650553,0.443680218882833,-0.463529228313922,-0.146370782707716,-0.228706842146895,0.0065442701895947,0.0312827474387389,-0.0980022732963441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
69,2,0.140096120217896,0.711986005561773,p1,C1,1,0.4864008468,0.0483547155,0.321889448710721,-0.2891712995606,-0.399193981011231,-0.262464775549408,0.244251946791803,0.243661934514762,-0.274927081536623,0.242745373407629,-0.235968958907646,-0.0347252669881709,-0.0150632393214983,-0.478911344974652,0.0539125464650663,-0.207341772718195,0.0234343847191932,0.071187890436418,-0.0155237379097846,0.348658530832217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1
70,3,0.14002379449979,0.711251058630599,p1,C1,1,0.036839433,0.4385158893,0.23788864477044,-0.374081715518,-0.282939163139463,0.212671680141481,-0.0342499176750578,0.0839071225379871,-0.160959361372188,-0.425660334853718,-0.282275149441849,-0.173253655723559,-0.485564858082973,0.0193598081492582,0.227493344278451,0.18349184489245,0.258716602758074,-0.0948097185857189,-0.0030266591954337,-0.194394440940181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
71,4,0.14,0.711009350779811,cmm,D2,0,0.0660651994550998,0.38777894055503,-0.293934795821635,-0.235759352896744,-0.193934800075345,0.283855890926139,0.106065197317551,0.110650811035481,0.0060652005982326,-0.408964436291513,0.406065203281196,-0.0625542732086935,0.266065198978044,-0.305041383783911,0.366065198960693,0.214573855378716,-0.333934797073783,0.0413687761335437,-0.0339347950200542,-0.131836306448047,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
72,2,0.139857251238822,0.70956015135447,p1,C1,1,-0.1413851725,0.0657022592,0.484809736899326,0.0249746148069857,-0.390902067758884,-0.346751233502661,-0.12276890350807,0.362819789147924,0.148218033682513,-0.0387853509598919,0.128657982961813,0.240244409660943,0.0923916544601859,-0.31287223185579,-0.139475181289001,-0.469326612989641,-0.388048294819121,0.274123411307812,0.357671045771236,-0.224175854015679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0
73,3,0.139700997526945,0.707975543168021,p1,C1,0,-0.15803067493861,0.23161300956589,-0.115882124242453,-0.14631428444594,0.0062360466900582,-0.461174196712772,-0.387701130395403,-0.210966451726831,0.152718845290494,-0.223249283023015,-0.420300463951156,0.135280083671319,0.0802600504776901,0.377499969300704,0.0665114580926648,0.0653412280337886,0.304802183508965,0.211228187768602,0.37826567286775,-0.0583429356317456,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
74,3,0.139684860039929,0.707811989772353,p1,C1,0,-0.154146569350817,-0.378010117035797,0.299196082313438,0.212569226069283,0.147350364639258,-0.310078876917799,-0.0343156535017729,0.167052549530739,0.416227474452472,-0.148244680101155,-0.431818320787149,0.288029077368936,-0.359404316871971,0.0182075575924877,-0.099015078637348,0.438827134222951,-0.107488409185186,-0.102564193872178,0.162592917729078,-0.0311252874574665,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
75,3,0.139618998077153,0.70714467483714,p1,C1,1,0.4243032903,-0.1004999612,0.0696224722178994,0.479120446099765,-0.262525120414483,-0.163747103605621,0.113021472750598,-0.144490568015047,0.414469350774981,0.227305106692916,0.211317136921678,-0.405855869655182,-0.333915852528134,0.106210711366551,0.151993536067613,0.132014471318937,-0.0982283866381519,0.255961427286815,-0.0641796860520015,-0.360299761089134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0
76,1,0.139602985141224,0.706982478958618,p1,C1,0,0.100167359109654,0.420118705737226,0.150578627084276,0.145501375798721,0.396407459985422,0.277880221373927,0.214183457843543,-0.408010026759519,-0.235405274181807,0.183398047086412,0.426803407902422,-0.227043923087237,-0.062041322974584,-0.0354647278735746,-0.470337844643086,0.0325250502386592,-0.0488477601899794,-0.314358800493295,-0.296973893435861,-0.186337724721321,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1
77,3,0.139581145019345,0.706761289194032,p2,C2,0,-0.183592197434306,-0.194667676378042,0.329094450814306,0.253283707139595,-0.460833040865848,-0.22736475442812,-0.201011120405237,0.0839506383505102,0.346513373785235,-0.0253346075889573,-0.393664705754152,0.285980785189674,0.0901700496609316,-0.249310299347771,0.0553322037190702,0.307926330109333,-0.177248873310001,0.462320717272998,0.0727511266900001,0.0293080153807808,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
78,2,0.139568846248401,0.706636746409128,cm,D1,2,-0.4142021252,0.0825999508,0.2860341956,0.1162685096,0.383871472325,-0.207488993223777,0.125611805180999,0.381916763676497,0.142131139469001,-0.484108640107941,-0.116128527675,0.242347917428096,-0.116128527675,-0.036789775068706,-0.336990835182525,-0.207487439068219,0.104733779832525,-0.207487439068219,-0.116128527675,-0.378185103067731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1
79,4,0.139568846247938,0.706636746404443,p3m1,D3,0,0.0716272819767192,-0.0511992054960585,0.211196128214578,0.190541127364958,-0.0679415642812981,0.19054112735332,0.0716272819700009,-0.467389252782219,-0.428372718014285,0.119498458506342,0.313367614817342,-0.327820406520671,-0.170113050893055,-0.32782040654789,0.350764974472596,-0.0511992054844197,-0.207510410519157,-0.0511992055076973,0.0716272819565613,0.432281460214337,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
80,2,0.139521160752376,0.706153965784722,p1,C1,0,0.153857328858033,-0.400785317236463,-0.0073935225745948,-0.173051305496857,-0.447885584825853,0.144208569767392,0.237556650974957,-0.039394918934871,0.3398288734748,0.325314798197496,-0.184900219372121,0.237500127520115,0.0913738513865227,0.198292283697602,-0.0128081952148911,0.457156569292783,-0.264353173126615,-0.281846319991761,-0.49858540858024,-0.130189216415436,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1
81,3,0.139496046959738,0.705899773401362,p1,C1,0,-0.23959328389537,-0.137120877031661,-0.082218025606324,-0.367489313558954,0.175759033233326,-0.261261136590612,0.174815897005193,0.361408143737444,-0.132802123646881,0.183018435032389,0.435350414363468,-0.129718000440443,0.0777148568786019,-6.40310314243e-05,-0.39695914338388,0.0932539799667004,0.326096236125081,0.126992172725772,-0.0868479289732138,0.458199830590788,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0
82,3,0.139494416709808,0.705883274205059,p1,C1,0,-0.307325607915733,-0.222091855305528,0.0995852660941739,0.142689423773648,-0.410036094474416,0.0778247483537473,0.0867826748010712,-0.158160626091108,0.0268265686497954,0.419591691851825,0.294807316526438,0.341996022254134,0.0594810367497223,-0.435810386999617,0.327846247962561,-0.0177215899670512,-0.210307884526299,0.272615434280359,-0.141478307067316,0.0022503876495915,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
83,2,0.139493738122692,0.705876406516133,p1,C1,1,-0.0337353188,-0.0493312197,0.161850192641201,-0.26891493811477,-0.0893213067062226,-0.390351711035235,-0.169513437748921,0.201080624776492,0.0941075147111997,0.292393303664959,0.304997090546284,0.109747201308878,0.413021542166348,-0.147477855312662,-0.446289097083096,0.236141233754404,-0.353161108663759,-0.299673318874932,-0.338264645463033,-0.0210838228671346,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
84,3,0.139490965276571,0.705848344077933,p1,C1,2,-0.3707389869,-0.0496881941,-0.2379436633,-0.3205676615,-0.209963201643281,0.203435703068682,0.420862662931565,-0.302073583861604,0.0539616562095891,-0.228675120993452,0.31970544827455,0.213407246907,0.0637189458630512,0.324320853638931,0.0580507980349331,-0.507627081901223,0.278008908470546,-0.0624411102451327,0.0220224060590466,0.0484724964867976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
85,2,0.139484649674212,0.705784429450332,p1,C1,1,-0.2873091418,-0.4109181144,0.438258350009653,-0.280845154869306,-0.186802416548244,0.335813702147323,0.0547245407399338,0.196212130229005,-0.176657931990437,-0.13252738176511,0.006206168335848,-0.343203889213875,-0.436682621507924,-0.0314777364402267,-0.451293046800165,0.247108705174815,0.31474923025742,0.0951624849041178,0.0972253256039166,-0.0795006791667432,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1
86,3,0.139454210626919,0.705476423349762,p1,C1,1,-0.074677602,-0.1097827617,0.212135868623784,-0.16755620309968,-0.268383520908055,0.420241931600478,0.192653538050153,0.110670945542808,0.19122868576575,0.465665437132252,-0.251083229797036,0.126504545940437,-0.366366831338024,-0.127463165909017,-0.0440504333755275,-0.488182302556504,0.471332479229837,0.0993592175899688,-0.0231946173508822,0.287304694459258,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0
87,4,0.13944379845226,0.705371080248516,cm,D1,2,-0.0833082814,0.1098861853,0.0552063391,-0.1618154318,0.0916186027936372,0.355670529328135,0.341618557884383,-0.0773420947789745,-0.279143021319602,-0.1470638768969,-0.139699414405885,-0.388587731201337,-0.418587011310318,0.0944597562379294,0.11804951005428,-0.495094931177705,0.359573253773989,-0.355651132725445,0.323664064229516,0.200966956214298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
